# of Events	Location	Team Name	Nickname	Team #	OPR Rank	Max OPR	ChampionshipDivision	SouthFlorida	LakeSuperior	NorthernLights	Palmetto	Dallas	InlandEmpire	GeorgiaSouthernClassic	MIHowell	MISouthfield	MIStandish	NEGraniteState	PNWOregonCity	PNWAuburnMountainview	NEWaterbury	INPerryMeridian	MARHatboro-Horsham	TorontoCentral	MexicoCity	ArkansasRockCity	Pittsburgh	CentralValley	NEPioneerValley	MIKetteringUniversity	MIKentwood	MIWaterford	PNWWestValley	NEReading	MARMt.Olive	PNWGlacierPeak	Israel	Australia	TorontoEast	LosAngeles	Orlando	KansasCity	Alamo	Utah	NewYorkCity	INKokomo	NEUMass-Dartmouth	NEPineTree	MIWoodhaven	MIGullLake	MITraverseCity	PNWWilsonville	MARSpringsideChestnutHill	PNWMt.Vernon	Waterloo	Montreal	ArizonaEast	Sacramento	CentralIllinois	Bayou	St.Louis	NorthCarolina	NewYorkTechValley	Virginia	Wisconsin	INPurdue	MIWestMichigan	MIGreatLakesBayRegion	MISt.Joseph	PNWCentralWashingtonUniversity	NEUNH	MARSeneca	NERhodeIsland	PNWShorewood	NorthBay	Colorado	Peachtree	Hawaii	LasVegas	SBPLILongIsland	FingerLakes	Buckeye	Oklahoma	HubCity	GreaterDC	Ventura	NENortheastern	MICenterline	MIEscanaba	MILivonia	PNWPhilomathPeak	PNWAuburn	NEHartford	MARBridgewater-Raritan	MARUpperDarby	WesternCanada	WindsorEssexGreatLakes	ArizonaWest	SanDiego	SiliconValley	Midwest	Chesapeake	Minnesota10000Lakes	MinnesotaNorthStar	QueenCity	SmokyMountains	LoneStar	PNWDistrictChampionship	INDistrictChampionship	MILansing	MIBedford	MITroy	MARNorthBrunswick	NEDistrictChampionship	MIDistrictChampionship	MARDistrictChampionship	Archimedes	Carson	Carver	Curie	Galileo	Hopper	Newton	Tesla
																																																																																																																												
3	Santa Clarita, CA USA	NASA-JPL / St Jude Medical / Bayless Engineering & ACADEMY OF THE CANYONS & WEST RANCH HIGH	Project 691	691	1634	15.5	Archimedes																																	12.7868650011416																																														15.4601439134924																															-1.7315311623342							
1	Hubbard, OH USA	Ball Corporation & HUBBARD HIGH SCHOOL	The Sonic Screwdrivers	5418	1635	15.5	Newton																																																																											15.456337578285																																									-1.9831452698172	
1	Van Horn, TX USA	Bezos Foundation / Texas Workforce Commission / Navigator Oil Company & VAN HORN H S	PROTOBOT	2613	1636	15.4	Tesla					-9.4036660120725																																																																																																																15.394544705425
2	Charlevoix, MI USA	Raydernators / Ken Biddick at National Marine / Strand Construction / DCL / Dr. William Shapton / Family Farm And Home / Michigan Scienctific / Bay Shore Steel / Northwest Design Group & CHARLEVOIX HIGH SCHOOL	Raydernators	4376	1637	15.4																																													2.4711453039207																	15.3683322074781																																																								
2	Hamilton, NJ USA	Gaum Incorporated / HTEA-NJEA & HAMILTON WEST WATSON	Hamilton West Robotics	2495	1638	15.3465576171875																																															15.3465577946838																			9.8497740966221																																																				
2	Sacramento, CA USA	St Francis High School / Charles Schwab / Bishop-Wisecarver Corporation / Mineshack / Friends of Fembots / Fidelity / The Agatstein Family Foundation / Merrill Lynch Company / Dignity Aesthetics & ST FRANCIS HIGH SCHOOL	The Fembots	692	1639	15.3																						5.4001436713657																														15.346185153955																																																																		
1	Madisonville, KY USA	City of Madisonville & MADISONVILLE NORTH HOPKINS HIGH SCHOOL	Hopkins Serve-O	5423	1640	15.3																																																																																																				15.3450586871869																		
3	Oakville, ON Canada	A.W.B. Charitable Foundation / St. Mildred's Lightbourn Parent Association / UTC Aerospace Systems / Toyotoshi Group Canada / Hatch / Shaw Almex Industries & St. Mildreds Lightbourn School	SWAT	771	1641	15.3	Carver																	-0.7007959732658																																																																									10.1654201908348																						15.3108768486657					
1	Hartford, WI USA	GE Volunteers/MSOE (Milwaukee School of Engineering/Quad Graphics/Mantz Automation & HARTFORD HIGH	Oriole Assault	1091	1642	15.3																																																											15.3103340005036																																																											
1	Conway, SC USA	Santee Cooper/Horry County School District & ACADEMY FOR TECHNOLOGY AND ACADEMICS	Team Volt	2187	1643	15.3					15.3080146846313																																																																																																																	
2	Tulalip, WA USA	BE Aerospace/Boeing & MARYSVILLE ARTS AND TECHNOLOGY HIGH SCHOOL	Pengbots	2660	1644	15.3																														15.3051759904735																		4.6222533407325																																																																						
1	Apex, NC USA	NASA / viaRobotics / Mathnasium & Neighborhood Group	Pink Detectives	5446	1645	15.3																																																								15.3024475284401																																																														
1	Adelaide, SA Australia	BAE Systems Australia / SA Govt DCSI Office for Youth / The City of Unley / UniSA / Don Alan Pty Ltd / TechnoPlas / Rockwell Automation / Adelaide Pneumatic Sales / Mythic Beasts & Student Robotics Club of South Australia Inc.	RoboRoos	4537	1646	15.3																																15.2921758358782																																																																																						
1	Rockford, MN USA	Boston Scientific & ROCKFORD SECONDARY	Syntax Error	4693	1647	15.3			15.2917481442989																																																																																																																			
2	Trenton, MI USA	Chrysler Foundation / State of Michigan Grant / Trenton Educational Foundation / FIRST Rookie Grant / DADARA FORD Motor Company / IBM / Messiah Trucking / Smellie Family Foundation & TRENTON HIGH SCHOOL	Torque-Nados	5090	1648	15.3										7.9279112790148																																	15.2733792707954																																																																											
2	Wolfeboro, NH USA	KINGSWOOD REGIONAL HIGH SCHOOL	The Resistance	4925	1649	15.2452831268311																																										15.2452827280675																							10.2447696744712																																																					
2	Detroit, MI USA	Michigan Engineering Zone (MEZ) / Ford Motor Company / Freescale / Google / Toyota / BASF / McNaughton-McKay Electric Company / DADARA / The Berg Family & DETROIT INSTITUTE OF TECHNOLOGY AT CODY	Comets	4768	1650	15.2										5.0622649310064																																																																										15.2313122155938																																		
2	West Springfield, MA USA	Essential Power, LLC/Comcast & WEST SPRINGFIELD HIGH	Project Jabberwocky	1027	1651	15.2170114517212																																									-9.0529826781257																																								15.2170115992715																																					
1	El Segundo, CA USA	Xerox Corporation/El Segundo Ed! Foundation & EL SEGUNDO HIGH	Potatoes	1759	1652	15.211784362793																																																																																15.2117838882358																																						
2	Traverse City, MI USA	WEST SENIOR HIGH	More Titans	3886	1653	15.2																									1.1631249423938																				15.1924112632621																																																																									
2	Swampscott, MA USA	KPMG / 2015 FRC Hardship Grant / Swampscott Education Foundation & SWAMPSCOTT HIGH	Swampscott Currents	4311	1654	15.2																												15.1920485283541													14.4159522762743																																																																													
2	Mountain View, CA USA	Stellar Solutions Foundation & ST FRANCIS HIGH SCHOOL	Lancer Robotics	2367	1655	15.1906242370605																						7.4227705554733																																																																								15.1906245081301																								
1	Toronto, ON Canada	C.W.Jefferys CI	The Angry Marines	5680	1656	15.1887788772583																		15.1887792316885																																																																																																				
2	Columbus, IN USA	Cummins Inc. / Geckler Veterinary Hospital & COLUMBUS EAST HIGH SCHOOL & COLUMBUS NORTH HIGH SCHOOL	GalacTech	4926	1657	15.1787748336792																3.9527898955049																								15.178774377644																																																																														
2	Decatur, GA USA	GE Volunteers/Johnson Research and Development/Decatur Education Foundation & DECATUR HIGH SCHOOL	Global Dynamics	4026	1658	15.2								12.6047583210933																																																															15.1659943696635																																															
1	Clinton, TN USA	CLINTON HIGH SCHOOL	Robodragon	4630	1659	15.2																																																																																																				15.1618575799095																		
1	Fergus Falls, MN USA	Pentair Foundation/StoneL/Otter Tail Power & KENNEDY SECONDARY SCHOOL	OtterBots	3293	1660	15.2																																																																																																		15.1522195525116																				
1	Rogersville, TN USA	TVA / Eastman / ABB-Baldor & CHEROKEE HIGH SCHOOL	The Fellowship of the Springs	4264	1661	15.1																																																																																																				15.138636065122																		
2	Madera, CA USA	JBT FoodTech/B-K Lighting/VEX Robotics/West Coast Products/Madera Sunrise Rotary/GBS Hardware/Kiwanis Club/Valley Industrial Partnership/PTC & MADERA HIGH	MadTown Robotics	1323	1662	15.1	Tesla																					8.5753520494559																																																										6.3630676923317																																						15.1329691520982
