# of Events	Location	Team Name	Nickname	Team #	OPR Rank	Max OPR	ChampionshipDivision	Archimedes	Curie	Galileo	Newton	BAE	FingerLakes	Palmetto	HubCity	CentralValley	Kettering	TraverseCity	HatboroHorsham	TorontoEast	SanDiego	Orlando	WPI	LakeSuperior	NorthernLights	Oregon	LoneStar	NewYorkCity	GullLake	Waterford	Israel	Montreal	Peachtree	Boilermaker	KansasCity	St.Louis	NorthCarolina	Pittsburgh	Virginia	Detroit	St.Joseph	TCNJ	SpringsideChestnutHill	Waterloo	Phoenix	Sacramento	LosAngeles	Bayou	Boston	QueenCIty	Dallas	Utah	CentralWashington	Wisconsin	WestMichigan	GrandBlanc	MountOlive	LenapeSeneca	TorontoWest	InlandEmpire	Connecticut	WashingtonDC	SouthFlorida	MN10000Lakes	MNNorthStar	Buckeye	Oklahoma	SmokyMountains	Alamo	Seattle	Livonia	Troy	WesternCanadian	Razorback	SiliconValley	Colorado	Hawaii	Midwest	Crossroads	PineTree	LasVegas	LongIsland	Spokane	Bedford	BridgewaterRaritan	Chesapeake	MichiganState	MidAtlanticRegion
																																																																																								
2	La Crescenta, CA USA	NASA / JPL / Lexus of Glendale / IBM / Google Los Angeles & Clark Magnet High School	Circuit Breakers	696	394	34.3																																									34.3219781344296													33.3702092456272																												
2	Colonie, NY USA	The Foundation for Engineering Education/GE Volunteers/Metro Ford, Inc/AFE Industries, Inc/Center for Automation Technologies and Systems (CATS) at RPI/Metal Supermarkets & Colonie Central High School	Dynamos	250	395	34.2							34.2418493194378																																																																									28.4997639993925		
2	Pittsburgh, PA USA	COMCAST / Microsoft & Sarah Heinz House	SHARP	3260	396	34.2																																20.0362907340066																												34.188555585418																						
2	Atherton, CA USA	Sacred Heart Preparatory High School	Gators	2144	397	34.1																																								22.4374877307571																													34.1242985116421													
1	Fresno, CA USA	NASA/jcpenney/Fig Garden Rotary Club/Pelco by Schneider Electric./PTC/Brin Wojcicki Foundation./Platt Electric & Duncan Polytechnical H.S	Duncan Dynamics	3970	398	34.1										34.0579696230251																																																																								
2	Winfield, WV USA	Toyota/NASA/RCBI/jcpenney & Putnam County Schools	P.A.R.T.s	3492	399	34.1																																23.0724475020517																																									34.0569380443334									
3	Ridley/Springfield, PA USA	Girl Scouts Of Eastern Pennsylvania	The Tin Mints	4575	400	34.0																																					33.118099383028															28.2011676775153																														34.0370845886046
3	Sandy, UT USA	U.I.S./Sinclair Oil/Zions Bank & The Waterford School	Ravens	3245	401	33.9	Archimedes	32.9024934186019																																												25.7884634694792																													33.9239614048566							
2	Melbourne, FL USA	School Board of Brevard County/Rockwell Collins/Harris Corp/EDAK & Melbourne HS	Team Voltage	386	402	33.9																23.6591322391226																																									33.879034362498																									
3	Haymarket, VA USA	Lockheed Martin / BAE Systems / Micron / Data Tactics / Aurora Flight Sciences / ASCO / Prince William County Schools & Battlefield High School	ILITE Robotics	1885	403	33.8	Newton				30.7581023622043																																																			19.2991213813604																								33.816335822584		
1	Independence, MO USA	Space Center Kansas City, Inc./Carpenter's District Council/The Lock Box/CenturyLink Clarke M. Williams Foundation/goodbidding.org/DeVry University/Mohler Media Solutions, LLC/L & L Manufacturing/Chocolate Soup/Power-On Technologies/GTX Communications/Jakes Industrial, Inc/Late Model Auto Parts/Lowe's of Independence/Milbank Manufacturing/GoodSearch & Metro Homeschool Robotics	The Cyborgs	1825	404	33.8																													33.806840547931																																																					
3	Canandaigua, NY USA	Xerox Corporation/IEC Electronics & Canandaigua Academy	TAN(X)	3003	405	33.8	Archimedes	22.1365848557596					33.7731482398305																																																					23.4450674863921																						
1	Denver, CO USA	WPX Energy/Denver Public Schools/The Uber Sausage & East High School	AngelBotics	1339	406	33.8																																																																						33.7640597728397												
3	Victor, NY USA	David Reh / Xerox Corporation / Corning / New Scale Technologies / austriamicrosystems / Integrated Systems / Schuler-Haas Electric / Mead Square Phamacy & Victor High School	Devil-Tech	1559	407	33.8	Curie		35.692135173135				16.6147516158957																																																																									33.7525931516829		
2	Texarkana, TX USA	AEP Southwestern Electric Power Company & Texas High School, Texarkana ISD	T-BOTS	3350	408	33.7																																													6.4115614101212																33.6988804529192																					
3	Del Rio, TX USA	The Bank & Trust/jcpenney/Border Baseball/W.E.T. Automotive/San Felipe Lions Club/Marathon Heater/The Best KTDR 96.3/Napa Pro Auto Supply & Del Rio High School CTE	TriKzR4Kidz	4063	409	33.7	Curie		54.9826026147769						24.934408643844																																																						33.6823943905955																			
1	Alexandria, MN USA	Center for Applied Mechatronics/3M & Jefferson High School	Mechatronics	3313	410	33.5																																																										33.5378951332685																								
3	Gorham/Falmouth, ME USA	IDEXX Laboratories/Lanco Assembly Systems/Fairchild Semiconductor & Falmouth High School & Gorham High School	Northern Force	172	411	33.5	Archimedes	38.5394762580144				24.2439084918191																																																																				33.5175024009201								
2	Seneca, SC USA	Itron, Inc./Duke Energy/Schneider Electric Company/School District of Oconee County & F.P Hamilton Career Center & Seneca High School & Walhalla High School & West-Oak High School & Tamassee-Salem High School	Metal-In-Motion	343	412	33.5								18.3529079525564																			33.5140116953985																																																							
2	Fresno, CA USA	Grundfos Pumps Mfg Corp/Excelsior Metals, Inc./Google/Harris Manufacturing/Valley Iron/Ano-Tech/Kip and R Powdercoating/Scott H. Goishi, DDS/Goishi Farms/Divine Logic/Lidestri Foods Inc./Roto Mfg/Taira Family/Gong Family & CART & Clovis West High School	The Neon Knights	1422	413	33.4										33.4031998574577																																												19.5777181428424																												
1	Myrtle Beach, SC USA	jcpenney & Carolina Forest High School	Robo Kats	4073	414	33.4								33.3796904752028																																																																										
1	Misgav, Z Israel	Iscar/CARMOCHROME/ZAD/Turag & Misgav	MisCar	1574	415	33.4																									33.3795276369836																																																									
3	Richmond, VA USA	Afton Chemical / MeadWestvaco / Motorola Solutions Foundation & Maggie L. Walker Governor's School	Mech Tech Dragons	422	416	33.4	Galileo			41.8650016407776																													17.8620599463202																							33.3648198179918																										
2	Marlborough, MA USA	EMC/Raytheon NCS/Raytheon IDS/US ARMY/Intel & Assabet Valley Regional Technical HS	AZTECHS 157	157	417	33.3																	15.9670362343753																																																									33.3156673718337								
2	OKC, OK USA	Dell, Inc/Tinker AFB/Booz Allen Hamilton/Whitten-Newman Foundation/OKC Foundation for Public Schools & Capitol Hill High School	METAL-SKINS	2461	418	33.3																																																													33.2767039531744							28.8864988009536														
2	Edmond, OK USA	Jasco Products/Oklahoma Christian University/Kimray & Edmond Santa Fe High School	RoboLobos	2359	419	33.3																													33.2711067433916																																22.890743319624																					
2	Honeoye Falls, NY USA	General Motors / Xerox / Forsythe Technology / Carosa Stanton Asset Mngmt / Mendon Foundation & Honeoye Falls-Lima High School	CougarTech	2228	420	33.3							13.6110743453105																																																					33.2561746730904																						
2	Oakville, ON Canada	FIRST Canada/King's Christian Collegiate/Fay Family/Sinton Family & King's Christian Collegiate	King's Mechavaliers	4519	421	33.2	Newton				39.8622496463219																																	33.2167520574511																																												
2	Fayetteville, NC USA	Department of Defense, DuPont Fayetteville Works, Time Warner Cable/jcpenney/Eaton Corporation & Westover High School	Clawbotz	2483	422	33.2								5.9678041983216																							33.1708751569623																																																			
3	Fremont, CA USA	Fremont Unified School District/Abbott Fund/Google/Western Digital Foundation/DB Design & Playing At Learning	The Insomniacs	2489	423	33.2	Curie		47.1389307571059																																					33.1577247474772																													29.1083633143164													
1	Quad Cities, IL USA	John Deere/4H/SME/jcpenney & Sherrard High School & Rock Island High School & Davenport West High School & Moline High School	QC ELITE	648	424	33.1																																																																								33.1332459312706										
2	Rochester, NY USA	Xerox Corporation/jcpenney & J. C. Wilson Commencement Academy	X-CATS	191	425	33.1	Newton				57.5522462486996		33.1092914387221																																																																											
3	Northville, MI USA	General Motors / Infineon / Marathon Petroleum Company / AIAG / Panasonic / Neha Patel & Northville High School	Robostangs	548	426	33.1																								20.1050425127801																										11.2729042024412																															33.0767544124118	
2	Brewer, ME USA	jcpenney/Fairchild SemiConductor & Brewer High School	BREWER	4564	427	33.1	Curie		40.4252770371122																																																																							33.0708208244498								
2	Whitby, ON Canada	General Motors of Canada / Bank of Montreal & Trafalgar Castle School	Where's Waldo?	1547	428	33.0														33.0251713588065																																							28.6602668593941																													
2	Collbran, CO USA	CAPCO / Pinon Engineering Inc / Town of Collbran / Oxy / Encana / Chuck and Patty Shear / FCI Constructors, Inc. / Axia / jcpenney / Laramie Energy / Collbran Auto Parts / Valerie Gates / Reverse L Open A Slash & Plateau Valley High School	Swift	1332	429	33.0																																														27.7598296069309																								32.9632369569038												
3	Slidell, LA USA	NASA Stennis Space Center / NDEP / Naval Research Laboratory / National Defense Education Program / QinetiQ / Pratt Whitney Rocketdyne / Textron Marine & Land / Jacobs Technology / New Orleans Hornets-Chevron / Sierra Lobo / Qualis / JETS / Gulf Coast Pain Institute / Ingalls Shipyard / St. Tammany Parish School Board & Northshore High School	Team Combustion	1912	430	33.0	Galileo			18.0010765676315																																						19.2940658944626																										32.9571089113225														
2	Sedro Woolley, WA USA	The Boeing Company/Valley Electric/Janicki Industries/jcpenney/Puget Sound Engineering Council & Sedro Woolley High School	ROBOCUBS	4205	431	32.9																																															32.8914581164585																				23.7258963193803															
4	North Bay, ON Canada	Near North District School Board & Near North Student Robotics Initiative	Ice Cubed	1305	432	32.9	Newton				24.9899557761449																																	13.4205542732645															18.29940650346														32.8620183394955															
3	Hillsborough, NJ USA	J&J Consumer and Personal Products Worldwide - & Hillsborough High School	RoboRaiders	75	433	32.8																																																			13.6691519695703																												32.8386093740332			20.5190051661011
2	Geneva, IL USA	The Lable Printers / MayTech / Burgess Norton / All State-Dan Ross Agency & Geneva Community High School	Robovikes	3067	434	32.8																																																22.1836043740571																								32.8346116662507										
2	Boise, ID USA	Micron Technology, Inc./Hewlett Packard/Murdock Charitable Trust & TVMSC	Team Tators	2122	435	32.8																																														20.0880125955616																															32.8232622217311					
2	Apex, NC USA	Withers & Ravenel / NASA / Cisco / Teradata / Time Warner Cable / BASF / Durham Bulls / L6 Technologies, LLC / ASME / Empuricon / NationWide Insurance / Mulkey Engineers & Consultants / Burns & Bynum CPA & Athens Drive & The Hitchhikers	The Hitchhikers	2059	436	32.8								32.8111236811499																							32.769561893783																																																			
3	Lees Summit, MO USA	KC Stem Alliance/Alliant Tech System/Honeywell/KC BANCS/Black and Veatch/Douglas Pump Service/Bob Sight Ford/R&D Tool and Engineering/Boyson Tax Service/KCP&L/Kastle Grinding/Laird Plastics/Lansing Trade Group/WEBCO/Lindsay Machine Works/High Tech Laser & Engraving/Show Me Controls/Westlake Ace Hardware/jcpenney & Lee's Summit North High School	Broncobots	1987	437	32.8	Galileo			33.0594046912286																									23.0307944812216																																		32.7581092854362																			
2	Dix Hills, NY USA	The Science Academy at Park Shore / BAE Systems / Half Hollow Hills & Half Hollow Hills CSD	ThunderColts	3624	438	32.6																																	32.6300302072169																																											28.0450261891371						
2	Columbia, MD USA	The National Security Agency/Helm Point Solutions/SAIC/Booz Allen Hamilton/The PTR Group/Akayla, Inc./Parkinsons and Movement Disorders Center of Maryland LLC/CollabraSpace/Kimball Consulting/Sears & Atholton High School	RAID	2537	439	32.6																																																								8.9352952971957																								32.5772033409166		
3	Marysville, MI USA	Siemens Industry, Inc. / Britt Manufacturing & St. Clair County Technical Education Center	Tachyon TECs	3421	440	32.6											2.9631568749896																																																						17.8857625291898																32.5551950209481	
1	Mandeville, LA USA	NDEP / St. Tammany Parish School Board / National Defense Education Program / Chevron / Fort Knox Climate Controlled Self Storage & Mandeville High School	The SS Prometheus	2992	441	32.5																																										32.5240669609574																																								
2	Oklahoma City, OK USA	The Boeing Company / Team Tinker / AAR Aircraft Services / Metro Tech Aviation Career Campus / OKC Life Member Pioneer Club / D & D Design and Manufacturing Inc. / ASRC Management Services / MIDCON Data Services, LLC / HiTech Assets / K12.com / Canadian County 4-H & Oklahoma County 4-H	OKC 4-H Robotics - Ninja Monkees	2395	442	32.5									-1.6001734662401																																																				32.5187250310496																					
1	Yonkers, NY USA	Dr. Andrew and Judith Economos Foundation / Con Edison / Dott-Communications, LLC & Saunders Trades and Technical High School	The Saunders Droid Factory	2344	443	32.5																						32.4963098772276																																																												
2	atlanta, GA USA	jcpenney/Georgia Tech RoboJackets & Team Reboot	Team Reboot	4080	444	32.4	Curie		40.2480959899908																								32.4293972998368																																																							
1	Chicago, IL USA	The Boeing Company/Friends of Whitney Young/jcpenney & Whitney Young Magnet High School	Robophins	4302	445	32.3																																																																								32.3335869521813										
3	Westampton, NJ USA	Burlington County Institute of Technology Westampton/Lockheed Martin/jcpenney & Burlington County Institute of Technology	Anomaly	816	446	32.3													20.8346752564765																																							32.265768020056																														20.3641732857617
3	Coeur d'Alene, ID USA	University of Idaho / Discover Technology / IBM Corp / Itron / ExtraTech Corporation / Coeur d'Alene Rotary / Kootenai Electric Trust / F5 / Esterline, Advanced Input Systems / Platt Electric / Hydrafab Northwest / Ink Drop Signs / CC3D / Viking Booster Club / Ashlar-Vellum & Coeur d'Alene High School	TeraViks	3145	447	32.2	Archimedes	39.2009160851898																		32.2409656160244																																																									22.9904601153855					
2	Portland, OR USA	NASA & Jesuit High School	Crusader Bots	2374	448	32.2																				29.596361868614																																																									32.2084410142271					
2	Lancaster, CA USA	NASA/ITEA/MDM Architects/Circulating Air, Inc/All Glass and Plastics/Lowe's/jcpenney & Antelope Valley High School	Robolopes	2339	449	32.1															11.4226627637788																																																												32.0826760903343							
2	Silver Spring, MD USA	ARL (Army Research Laboratory )/Sigma Space Corporation/Intelligent Automation Inc./ITT Exelis & Montgomery Blair High School	The Blair Robot Project	449	450	32.0																																18.3952252852571																																																31.9947657086917		
1	Salisbury, MD USA	NASA / Parkside CTE / EMECA-SPE USA / TEC Hub / Baltimore Area Alliance (BAA) & Parkside High School & James M Bennett High School & Wicomico High School & Mardela High School	RoboSpectrum	3389	451	31.9																																																																																31.9068632071752		
3	Austin, TX USA	Berry Consultants / National Instruments / Texas Instruments / Westlake & Eanes Science and Technology Association / Pixels and Verbs, LLC / BAE Systems / Texas Workforce Commission / SolidWorks / Eanes Independent School District & Eanes ISD	Team Appreciate	2468	452	31.9	Archimedes	74.1464719348797							17.739967642419																																																						31.8879892624738																			
3	Placerville, CA USA	El Dorado Union High School District/Donlons/Redshift Investigations/DigitalDog/GenCorp Foundation & El Dorado Union High School District	Circuit Breakers	3189	453	31.9	Galileo			7.9432085009501						18.1450970062027																														31.8867213959558																																										
1	Amsterdam, NY USA	NASA/Time Warner Cable/jcpenney/Rayco of Schenectady & Amsterdam High School-RPI	Amsterdam	4134	454	31.9																																																							31.8745362504541																											
2	Yonkers, NY USA	Con Edison/Economos Foundation/The 21st Century Gateway Academy: Nepperhan Community Center & Riverside Engineering & Design High School	Envirobotics	3059	455	31.8																						25.2414702385192																																	31.7570074411389																											
1	Duncan, OK USA	Halliburton & Red River Technology Center	Red River Robotics	2354	456	31.7																																																													31.6701196995014																					
3	Long Island City, NY USA	Pershing Square Foundation / ConEdison / The Port Authority of NY & NJ / The BnG Foundation & Queens Vocational and Technical HS	RoboTigers	1796	457	31.6	Archimedes	21.6630472472583																				10.5537994893246																																																						31.5936587175418						
3	Mount Washington, KY USA	Kentucky Engineering Foundation/Cherry House/Frank Design/Amgen/Gaylor/A & M Machine/A T&T & Engineer of Tomorrow	Engineers of Tomorrow	2783	458	31.6	Newton				29.2199714872496																									16.6123923019505														31.5761543236497																																						
2	Houston, TX USA	KBR/Hydraquip CSI/BAE/ExxonMobil/Texas Workforce Commission/Walter P. Moore/Andy's Hardware/Arc Specialties/Cal Tex/Oronde Family/Optimized Systems and Solutions Inc./eSigns.com & Booker T. Washington & High School for Engineering Professions	Leopards	57	459	31.5																					29.6095305040121																																										31.5279092606064																			
2	Tacoma, WA USA	NASA / Tacoma School District / Tacoma Robotics Alliance / Office of Superintendent of Public Instruction / Zumar Industries Incorporated / Multicare / Elements of Education Partners & Stewart Middle School & Science and Math Institute & Tacoma School of the Arts	SOTAbots	2557	460	31.5																				21.7517245248239																											31.5161170454175																																			
1	Hicksville, NY USA	BAE SYSTEMS & Hicksville High School	Hicksville J-Birds	1468	461	31.5																																																																												31.4611581506798						
2	Malvern, PA USA	CTDI & Malvern Preparatory School & Villa Maria Academy	Malvern Robotics	1168	462	31.4													31.3935913117383																																							22.6249404887434																														
3	Ithaca, NY USA	Kionix/BAE Systems/CBORD/BorgWarner Morse TEC/jcpenney/Autodesk/IPEI & Ithaca High School	Code Red Robotics	639	463	31.4	Archimedes	11.0521699203925					9.8852668026786																																																					31.3839009728238																						
2	Atherton, CA USA	Abbott Fund/SRI International/Intuitive Surgical, Inc. & Menlo-Atherton High School	M-A Bears	766	464	31.2																																								20.4960194433581																													31.2141923750115													
3	San Francisco, CA USA	Bot & Dolly / Lowell Alumni Association / jcpenney & Lowell High School	CardinalBotics	4159	465	31.2	Curie		28.0718128620819							19.4695335962873																																																											31.2101516675436													
3	London, ON Canada	ARMO Tool & WE FIRST	Ram-ferno	3756	466	31.2	Newton				36.180310719723																																	7.0298445936555															31.1814634007137																													
1	Everett, WA USA	NASA/OSPI/Boeing/ACE Hardware of SilverLake & Cascade High School	BEAR Bots	4512	467	31.2																																																																31.1780710105743																		
2	Johns Creek, GA USA	Siemens Industry, Inc./Nordson Corporation/Teradata Corporation & Northview HS	Techno Titans	1683	468	31.2																											27.4139141394419																														31.1595059168053																									
1	St Paul, MN USA	3M & St. Paul Highland Park	The Automatons	2823	469	31.1																																																										31.1375319861875																								
1	Memphis, TN USA	Medtronic/jcpenney/Booz Allen Hamilton & St. Mary's Episcopal School	Turkeybots	3686	470	31.1																														31.1169246963485																																																				
1	Shawinigan, QC Canada	Protac/Delastek & Seminaire Ste-Marie	Les Cactus	4007	471	31.1																										31.1042973350514																																																								
1	Corvallis, OR USA	MJ Murdock Charitable Trust/Burcham's Metals/MSS Inc. Engineering Consultants/Jeff Kubler Action Solutions/Kubler Consulting/Katon Precision Machining/Justin Kruse State Farm/Corvallis Cyclery & Santiam Christian Schools, Inc	Eagle Cybertechnology	956	472	31.1																				31.0997616636867																																																														
1	Waldorf, MD USA	jcpenney & Charles County Public Schools	Robo Raptors	3650	473	31.1																																																																																31.0841614616322		
2	Turner, OR USA	The Boeing Company / Meggitt Polymere Solutions / Elkins Ironworks / Platt Electric / Hanard Machine / DeWalt Power Tools / SCTC / Zephyr Engineering & Hotwire Robotics Club	Hotwire	2990	474	31.1																				23.612497235598																																																									31.0830799464004					
3	Ft. Lauderdale, FL USA	Apex Machine Co. & Westminster Academy	Shark Attack	744	475	31.1	Galileo			39.6108086939808												14.0683881347113																																									31.0608389396173																									
2	Spokane, WA USA	Spokane Public Schools/Bezos Family Foundation/OSPI-WA teams Office of the Superintendent of Public Instruction & On Track Academy	On Track Academy	3789	476	31.0																																															31.0434016349033																														15.842349806171					
2	Rochester, NY USA	Xerox Corp & Ben Franklin Educational Campus	XQ RobotiX	1450	477	31.0							25.9823583753072																																																					30.9804998846623																						
1	Philomath, OR USA	Autodesk/IBEW Local 280/Oregon Community Foundation/Gene Tools & Philomath High School	PHRED	847	478	30.9																				30.9290371446366																																																														
1	Onalaska, WI USA	jcpenney/Logistics Health, Inc. & Luther High School	igKnightion	4021	479	30.9																																																30.8788265627976																																		
3	Lees Summit, MO USA	R&D Leverage/Cerner/Honeywell/Ewing Marion Kauffman Foundation/5 Star Embroidery/Black & Veatch/Kastle Grinding/Hallmark Cards/Sprint/Dave & Linda Pickett/KC STEM Alliance & Lee's Summit High School	Team Driven	1730	480	30.8	Newton				29.8693054702828																								30.8331253207046																																							17.8521479861006														
1	Westbury, NY USA	Heads Up Construction/East Meadow Chamber of Commerce/East Meadow Kiwanis & W.T. Clarke H.S.	Rambots	569	481	30.8																																																																												30.7905517561783						
2	Rockwall, TX USA	Special Products and Manufacturing/The PTR Group/Park Place & Rockwall Independent School District & Rockwall High School	Full Metal Jackets	1296	482	30.7									30.7402176031469																																				21.2641449112522																																					
3	Clawson, MI USA	PTC/BAE Systems/VBOX USA/BEHR America/ND Industries/ITT & Clawson High School	TurboTrojans	3302	483	30.7																																																		3.3762297472109																20.624899315774												30.7268023820111				
2	Horsham, PA USA	Motorola Mobility/Lockheed Martin/Janssen Pharmaceuticals/Hatboro-Horsham Education Foundation/Upper Moreland Education Foundation & Hatboro-Horsham High School & Upper Moreland High School	Hardwired Fusion	708	484	30.7													6.9519939188903																								30.7161199841751																																													
2	Dallas, TX USA	Manda Machine / Karlee / Burns Controls / Atmos Energy / FIRST in Texas & Jesuit College Prep High School	The All Sparks	2848	485	30.7									30.7042873901308																																																				27.5721502478673																					
2	San Antonio, TX USA	The Boeing Company/Toyota Motor Manufacturing, Texas, Inc./Kelly Aviation Center Lockheed Martin/Valero Energy Corporation/Time Warner Cable/Rey Saldana, San Antonio District 4 City Councilman and the San Antonio City Council/Texas Workforce Commission (FIRST in Texas)/100% People Power Grant (Elmendorf Foundation)/JadCap Machine Works/RobotNext/Alion Science and Technology/SAIC/CPS Energy & South San Antonio High School	Grease Monkeys	457	486	30.7																					2.6849086809785																																										30.6767804733822																			
2	Pewaukee, WI USA	GE Healthcare / QuadTech / Pewaukee High School Booster Club / Milwaukee School Of Engineering / Pewaukee Kiwanis / Dedicated Computing / Stanek Window Corporation / Coach USA Milwaukee / Ruekert-Mielke Engineering / Geiger Awards & Pewaukee High School	Paradigm Shift	1259	487	30.7																			18.2091520007093																													30.6719419515425																																		
1	Falls Village, CT USA	BD/C. A. Lindell/21st Century Fund/Montgomery Lodge No. 13 A.F. & A.M. & Housatonic Valley Regional High School	Who'sCTEKS	716	488	30.5																																																																										30.5058325295347								
2	Indianapolis, IN USA	Precise Path Robotics/Rolls-Royce Corporation/Indiana Department of Education/jcpenney & Bernard K. McKenzie Center for Innovation and Technology	Kil-A-Bytes	1024	489	30.5																												19.5455355745285																																													30.49382255215									
2	Santee, CA USA	jcpenney / S.A.I.C / QUALCOMM & SANTANA HIGH SCHOOL	Sultans	3965	490	30.5															30.4523749289619																																																												21.5291160721291							
2	Bothell, WA USA	The Boeing Company/SPEEA/OSPI/EdCC/PEF/Buca di Beppo/Platt Electric & Lynnwood H.S.	Royal Robotics	2522	491	30.5																																																																24.6489485033969													30.4512039101389					
2	Detroit, MI USA	SRT/Michigan Engineering Zone & DEPSA Early College of Excellence	Black Hawks	3619	492	30.4																																		15.1094857313263																																30.4197862130052																
2	Olympia, WA USA	NASA / Washington State Office of Superintendent of Public Education / Capital Industrial, Inc / FastSigns, Inc. / H2OJet, Inc. / Obee Credit Union / South Puget Sound Community College / Christopher Cook & Olympia School District	Olympia Robotics Federation	4450	493	30.4	Archimedes	53.9183943072017																																																														30.378920126585																		
2	Phoenix, AZ USA	The Boeing Company/Fast Signs/Southwest Fasteners & Carl Hayden High School	Falcon Robotics	842	494	30.2	Galileo			20.2226900179648																																			30.2022715820569																																											
2	Manassas, VA USA	City of Manassas Public Schools Education Foundation, INC/Lockheed Martin/Micron Technology, Inc./I. J. and Hilda M. Breeden Foundation/Aurora Flight Sciences Corporation/jcpenney & Osbourn High School	Lambda Corp	1895	495	30.2																																	29.9541483461674																																															30.1767541690661		
2	Ventura, CA USA	Ventura County ROP/Amgen/jcpenney/Haas Automation & Ventura High School & Buena High School & Foothill Technology & Pacific High School & El Camino High School & Villanova Prep	Circuit of Life	3925	496	30.0															22.4415667004251																																							30.0472872319948																												
1	Longmont, CO USA	Seagate Technology & Career Development Center	Up-A-Creek Robotics	1619	497	30.0																																																																						30.0121843268059												
2	Sherbrooke, QC Canada	Bombardier/Sherbrooke University & École de la Montée	Hyperion	3360	498	29.9						16.8587762040223																				29.9394317051168																																																								
1	Groton, MA USA	NDEP/National Defense Education Program/Raytheon/Community Foundation of North Central Massachusetts & Groton-Dunstable Regional High School	The Robotomies	1277	499	29.9						29.9366645635048																																																																												
1	Horn Lake, MS USA	Medtronic Inc./jcpenney & Horn Lake High School	Team Intrepid	3411	500	29.9																														29.9215695139173																																																				
5	Bloomfield Hills, MI USA	HBL/Chrysler Foundation/PTC/BAE Systems & Andover High School & Lahser High School	Bionic Barons	2834	501	29.9	Galileo			26.9035732797757																				17.793729722373										24.4019826198994																										25.3824201709442																					29.9022811139664	
3	Waukesha, WI USA	Rockwell Automation/GE Volunteers/Marcus Corporation/InSinkErator/Milwaukee School Of Engineering/Cooper Power Systems/Generac Power Systems/School District of Waukesha & Waukesha Engineering Preparatory Academy	C.O.R.E  2062	2062	502	29.9	Curie		19.1391656884529															29.8777681744913																														27.0169035792708																																		
3	Chula Vista, CA USA	NDEP/NAVAIR North Island/Eastlake Educational Foundation -EEF-/BAE Systems San Diego Ship Repair, Inc./National Defense Education Program/Sweetwater Union High School District & Eastlake High School	TitanBOT	2543	503	29.8	Archimedes	32.575646726646													29.767097613161																								18.7463102693691																																											
2	Culpeper, VA USA	Angelic Technology & Angelic Robotics	Robo Hamsters	4466	504	29.8	Archimedes	5.916318143137																																																						29.7542377269476																										
4	North Brunswick, NJ USA	Bristol-Myers Squibb/Day Tool Co. & North Brunswick Twp. High School & Raider Robotix Parent Mentors	Raider Robotix	25	505	29.7	Newton				28.6324462423322								19.3822973295091																							29.7045022823497																																							27.330018148594							
3	Sierra Vista, AZ USA	Buena High School	N.E.R.D.S. (Nifty Engineering Robotics Design Squad)	1726	506	29.7	Galileo			28.6601120609819											22.2771473730346																								29.7027425352091																																											
1	Lake City, MN USA	Medtronic / PTC / Pass It On / Hearth and Home Technologies / Goodhue County Co-op Electric & Lincoln High School (Lake City)	Infinity's End	2861	507	29.6																			29.6199742388836																																																															
2	Tampa, FL USA	Lockheed Martin/Tampa Brass and Aluminum & Jesuit Tampa & The Academy of the Holy Names High Schools	Stealth TIgers	3164	508	29.6																7.7294690729338																										29.607672970325																																								
2	Blue Springs, MO USA	Fike Corporation / ATK / Honeywell / Veolia Energy, NA. / KCP&L KC STEM Alliance / Advantage Tech, Inc. / Medical Billing Solutions, LLC & Blue Springs School District	United Robocats	1785	509	29.6																													29.6043044658763																																		21.737156609015																			
3	Walled Lake, MI USA	Chrysler Foundation/Tecla Company, Inc./Erin Industries/Hitachi/TRW/Dedoes Industries & Walled Lake Schools	The Monsters	308	510	29.6																								13.5759437033124																																									21.4390521163822													29.5586485192435				
1	Logansport, IN USA	NASA & Logansport High School	BerryBots	4824	511	29.5454597473145																															29.5454602784877																																																			
1	Plainfield , IN USA	Rolls-Royce / Allison Transmission / jcpenney & Plainfield High School	The EarthQuakers	3487	512	29.5																												29.5232825330817																																																						
2	Jacksonville, FL USA	JEA/Johnson & Johnson VISTAKON/jcpenney & Stanton College Preparatory School	Team Resistance	86	513	29.5																19.8128935455678																																									29.5151595361976																									
2	Santo Domingo, 01 Dominican Republic	Comunidad Educativa Lux Mundi	TEAMFORCE	4707	514	29.4991188049316																10.1417775895684																																									29.4991193922511																									
1	Meridian, ID USA	Plexus / Micron Technology & Mountain View High School & Renaissance High School	Bullbots	1891	515	29.5																																														29.463385343082																																				
3	Grand Rapids, MI USA	Gill Industries/Autodie LLC/General Motors/Meijer/Fleetserve/Action Fabricators/Grand Valley State University/GRAPCEP & Creston High School	D cubed	904	516	29.5																																			-1.2447365139484														29.4581482250965																													25.0072902297782				
2	Newport News, VA USA	The Boeing Company/NDEP/US Army Research Laboratory/NASA/National Defense Education Program/Booz Allen Hamilton/BAE Systems Norfolk Ship Repair/Analytical Mechanics Associates & Menchville High School	Triple Helix	2363	517	29.4								29.4212368436006																									29.0272339132842																																																	
1	Lufkin, TX USA	Lufkin Industries / Lockheed Martin / Lufkin Lion's Club / Tommy's Watch and Jewelry Repair / Texas Workforce Commission / Angelina Community College / To The Max Stereos and Accessories / Texas Paint and Body / Aspen DCI & Lufkin High School	PantherBots	2582	518	29.4																					29.4004033727599																																																													
