# of Events	Location	Team Name	Nickname	Team #	OPR Rank	Max OPR	ChampionshipDivision	Archimedes	Curie	Galileo	Newton	BAE	FingerLakes	Palmetto	HubCity	CentralValley	Kettering	TraverseCity	HatboroHorsham	TorontoEast	SanDiego	Orlando	WPI	LakeSuperior	NorthernLights	Oregon	LoneStar	NewYorkCity	GullLake	Waterford	Israel	Montreal	Peachtree	Boilermaker	KansasCity	St.Louis	NorthCarolina	Pittsburgh	Virginia	Detroit	St.Joseph	TCNJ	SpringsideChestnutHill	Waterloo	Phoenix	Sacramento	LosAngeles	Bayou	Boston	QueenCIty	Dallas	Utah	CentralWashington	Wisconsin	WestMichigan	GrandBlanc	MountOlive	LenapeSeneca	TorontoWest	InlandEmpire	Connecticut	WashingtonDC	SouthFlorida	MN10000Lakes	MNNorthStar	Buckeye	Oklahoma	SmokyMountains	Alamo	Seattle	Livonia	Troy	WesternCanadian	Razorback	SiliconValley	Colorado	Hawaii	Midwest	Crossroads	PineTree	LasVegas	LongIsland	Spokane	Bedford	BridgewaterRaritan	Chesapeake	MichiganState	MidAtlanticRegion
																																																																																								
1	Upsala, MN USA	NASA & Upsala Area Schools	UC-Botics	4480	2030	3.3																			3.2622517641075																																																															
1	North Olmsted, OH USA	jcpenney / NASA & North Olmsted High School	Eagles	4675	2031	3.2485985755921																																																												3.2485986590813																						
1	Mississauga, ON Canada	St. Marcellinus S.S.	St. Marcellinus Spirit	4777	2032	3.2340059280396																																						3.2340060468493																																												
1	old Orchard Beach, ME USA	jcpenney & Old Orchard Beach High School	gobotics	4793	2033	3.2008829116821																																																																										3.2008828270466								
1	150 Albany Ave, NY USA	Pershing Square / jcpenney / New York City College of Technology & Pathways in Technology Early College High School (PTECH)	Cool Hwip	4383	2034	3.2																						3.1749775112538																																																												
1	Austin, TX USA	Reed Prototype + Model/Chick-Fil-A & W. Charles Akins H.S. T-STEM Academy	W.C. Charles Akins T-STEM RoboEagles	3417	2035	3.2																																																															3.1602616921809																			
1	Old Westbury, NY USA	Westbury High School	Rayout	2027	2036	3.1																																																																												3.1103353553753						
1	everett, MA USA	jcpenney/NationalGrid & everett high school	crimson tide	3479	2037	3.1																																											3.0909825864785																																							
1	Mostar, 07 Bosnia-Herzegovina	BAE Systems & United World College in Mostar	Spirit of the United Neretva	3368	2038	3.1																									3.0635057465264																																																									
1	Glendale, WI USA	Rockwell Automation & Nicolet High School	Nicolet F.E.A.R.	4786	2039	3.0633037090302																																																3.0633036439441																																		
1	St. Paul, MN USA	3M Corporations & Johnson High School	Govies	3745	2040	3.1																																																										3.061775288949																								
1	San Antonio, TX USA	Texas Workforce Commission & School of Science and Technology	Stallions	4412	2041	3.1																																																															3.0596456894862																			
2	Detroi, MI USA	jcpenney & Northwestern High School	RoboColts	4834	2042	3.0430691242218																																		-5.8532867591096																																3.0430692125294																
1	Haifa, HA Israel	SRT/Israel Air force & Technical Airforce H.S.	Airforce High School	1944	2043	3.0																									3.0414424069372																																																									
1	Sao Jose dos Campos, SP Brazil	Johnson & Johnson & CEPHAS - H.A.Souza Professional Training Center	CEPHAS	1860	2044	3.0																																													3.0346517566654																																					
1	Houston, TX USA	HSA Houston High	Iron Panda	3728	2045	3.0																					2.9820134376391																																																													
1	Mississauga, ON Canada	General Motors of Canada Limited & Port Credit SS	Warriors	4659	2046	2.976227760315																																																					2.9762277315458																													
1	McKinney, TX USA	Texas Workforce Commission/jcpenney/Raytheon & McKinney Boyd High School	Broncobots	4351	2047	2.9									2.9285614057649																																																																									
1	Sanford, NC USA	Mertek Solutions & Lee County Schools	Brick City Bots	4369	2048	2.9																															2.8975804171249																																																			
1	Raleigh, NC USA	United Technologies / Accu-Fab & Girl Scouts-NC Coastal Pines	Gadget Girls	4816	2049	2.8955914974213																															2.8955914609954																																																			
1	Calgary, AB Canada	jcpenney & Dr. EP Scarlett	Lancers	4733	2050	2.8229882717133																																																																			2.8229881561342															
1	Ocala, FL USA	NASA/jcpenney & Vanguard High School	InZombiacs	4064	2051	2.8																2.8171959576914																																																																		
1	Zapopan, JAL Mexico	Instituto Tecnológico y de Estudios Superiores de Monterrey	Huey Tlatoani	4820	2052	2.8170714378357									2.8170715265591																																																																									
1	Arnprior , ON Canada	Arnprior District High School	C4 Robotics	3543	2053	2.8														2.8155413457556																																																																				
1	Monterrey, NLE Mexico	Universidad TecMilenio Las Torres	Alpha Gear	4746	2054	2.8081414699555																					2.8081415694213																																																													
1	Jefferson City, MO USA	jcpenney/Lincoln University & Cole County 4-H	Perpetual Recursion	4154	2055	2.8																														2.8069657987308																																																				
1	Atlanta, GA USA	jcpenney & Georgia 4-H	Westlake Robotics	4163	2056	2.8																											2.8001213369664																																																							
1	Dallas, TX USA	jcpenney/Vickery Meadows Foundation & Emmett J Conrad Robotics Club	ROBOCHARGERS	3005	2057	2.8																																													2.7980743962																																					
1	Somerset, KY USA	SAIC/Kingsford/Progeny Systems/Somerset Community College/Volo Business Group & Southwestern High School	Thoroughbots	3259	2058	2.8																																																														2.770922037947																				
1	Tampa, FL USA	School District of Hillsborough County/jcpenney/BP Industries/James and Amy Shimberg Charitable Trust/Verizon & Hillsborough High School	Hydra	2425	2059	2.7																																																									2.7328283185509																									
2	San Luis Potosí, SLP Mexico	General Motors & ITESM High School Campus San Luis	LamBot	3478	2060	2.7	Archimedes	1.3051851650006																																																													2.7217209656455																			
2	Holmdel, NJ USA	jcpenney/VPI Industries Inc. & Holmdel High School	Singularity	4128	2061	2.7																																					-1.6710931588241																																										2.7070501807005			
2	Capac, MI USA	Sterling Tool, Inc. / Witco, Inc. / Comau Inc. / Kroger's / SRT / Keihin Michigan Manufacturing / Detroit Tigers, Inc., / NDIA / Peerless Steel / New-Cor / Hard Milling Solutions / K.B.C. Tools / Tri-Tool Boring / Doodling Outback Embroidery / Champion Steel, Inc. & SCREAMIN' EAGLES K-12 FIRST Robotics group & Capac Middle and High School	SCREAMIN' EAGLES	4044	2062	2.7																								-0.1962306818735																																										2.703596523461																
1	Omak, WA USA	Omak High School	Omak FFA Wonders	4548	2063	2.7																																																																2.7027635740722																		
1	Port Washington, NY USA	Port Washington Educational Foundation/ProBuild Building Materials & Paul D. Schreiber High School	Vikings	1803	2064	2.7																																																																												2.6976107802184						
1	Conyers, GA USA	jcpenney & Rockdale Magnet School for Science and Technology	The Ohms	3573	2065	2.7																											2.6839480885503																																																							
1	Laveen, AZ USA	BAE Systems/Salt River Project/Industrial Metal Supply/ACE Auto & Cesar Chavez High School	SciTech	2128	2066	2.7																																							2.6799005014132																																											
1	Sacramento, CA USA	Rio Americano	Rowdy Raiders	4698	2067	2.6659548282623																																								2.6659548942837																																										
1	Tlaquepaque, JAL Mexico	EISAC	JaliScience	4742	2068	2.6559000015259																																																																													2.6558999835945					
1	Plymouth, MN USA	Covidien/SICK/Perkins Power-Motion Products & Robbinsdale Armstrong High School	The Phoenix	2525	2069	2.7																																																											2.651994555856																							
1	Rochester, NY USA	Bausch & Lomb Corp & East Irondequoit	Eastridge Robotics	3157	2070	2.6							2.6498367403334																																																																											
1	Belgrade, MN USA	NASA/jcpenney & Belgrade Brooten Elrosa	BBE Inferno Robotics	4238	2071	2.6																		2.6382069007312																																																																
1	Mesa, AZ USA	NASA/jcpenney & ASU Prep Poly	Peace Love Robots	4111	2072	2.6																																							2.6325614653421																																											
3	Dorchester, SC USA	NASA/Boeing/jcpenney/Robert Bosch/Showa Denko/Dorchester County/Dorchester District 4 & Woodland High School	The Iron Wolverines	4083	2073	2.6								1.6636751223628																							2.6283766892094																						-1.6296277961054																													
3	Washington, DC USA	Bechtel / District of Columbia Public Schools-CTE / 2 Million Minutes Productions / The Aerospace Corporation & Wilson High School SciMaTech Academy	TIGER PRIDE	2914	2074	2.6	Curie		9.7553574329148					2.6015511770685																																																-2.2608181574073																										
1	Jacksonville, FL USA	jcpenney/Comcast & Raines High School	Vikings	4321	2075	2.6																																																									2.5724718195717																									
1	Ottawa, ON Canada	St. Francis Xavier High School	RoboFX	4727	2076	2.5197007656098														2.5197006565974																																																																				
1	Nacogdoches, TX USA	jcpenney/Texas Workforce Commision & Nacogdoches High School	Robo Dragons	4259	2077	2.5																																													2.5078701854219																																					
1	Little Rock, AR USA	Arkansas FIRST/King's One Stop/jcpenney & Rock City Robots	Rock City Robots	4849	2078	2.4908447265625																																																																				2.4908448382713														
2	Charlestown, NH USA	BAE Systems/CRREL/Claremont NH School District & Rogue Robots of 4-H & UNH Cooperative Extension	Rogue Robots of 4-H	3585	2079	2.5						0.1368140059944																																																																				2.4819014292918								
1	North Charleston, SC USA	The Boeing Company & RB Stall High School	STAR Warriors	4243	2080	2.5								2.4549393958594																																																																										
1	Lexington, KY USA	Fayette County Public Schools PLD Robotics/Newton's Attic/Pakteem & Fayette County High Schools	Planetary Drive	2856	2081	2.4																																																														2.4414564609401																				
1	Harborcreek, PA USA	GE/Time Warner Cable & Harbor Creek High School	HCRC	2544	2082	2.4																																2.4398938950369																																																		
1	Wilmington, CA USA	Google Community Grants Fund of Tides Foundation & Phineas Banning High School	AutoPilots	4345	2083	2.4																																									2.415977128067																																									
1	Monroeville, PA USA	The Heinz Endowments / The Gateway Foundation / Best Buy / PTC / American Society of Mechanical Engineers / Bechtel Plant Machinery, Inc. / Clayton Kendall 360° Branded Merchandise / Z-BRAND / Kathleen Coughlin LSW and Associates / PNC Mortgage / The Pittsburgh Penguins Foundation & Gateway High School	Quasics	2656	2084	2.4																																2.4151287615364																																																		
1	Uniondale, NY USA	Lockeed Martin & Uniondale High School	Robotic Knights	1537	2085	2.4																																																																												2.4140575009803						
1	Justin, TX USA	jcpenney/Texas Workforce Commission & Northwest HS STEM Robotics	Northwest STEM	4076	2086	2.4																																													2.4038628636193																																					
2	Burbank, CA USA	ThunderBots/NASA-JPL/Walt Disney Imagineering/Solutions for Automation/Schroeder Torsion Bars/Boston Scientific Neuromodulation/Neighbors Empowering Youth/Crystal View Corp. & John Burroughs High School	ThunderBots	980	2087	2.4															-6.1324593316303																										2.3878394781707																																									
1	Dover, NH USA	GE Volunteers & St. Thomas Aquinas High School	Robosaints	1307	2088	2.4						2.3835047339297																																																																												
1	Altadena, CA USA	Neighbors Empowering Youth / NASA-JPL / Lockheed Martin / Walmart & John Muir High School & Sahag Mesrob Armenian Christian School	TNT	2404	2089	2.4																																									2.3761901644646																																									
1	Burley, ID USA	NASA / Mini Cassia Science & Technology Fund / jcpenney & Mini Cassia Robotics	MC Rocs	4178	2090	2.4																																														2.3682733865274																																				
1	Cooks, MI USA	jcpenney/Futuremark Manistique & Big Bay de Noc School	Big Bay Black Bears	4715	2091	2.3446388244629												2.3446388903993																																																																						
1	Houston, TX USA	jcpenney/Texas Workforce Commission & Sam Houston Math, Science, and Technology Center	N-Gen	4280	2092	2.3																					2.3268616259529																																																													
1	Carrollton, KY USA	jcpenney & Carroll County High School	Ravage!	3272	2093	2.3																												2.3244385394957																																																						
1	Cordova, TN USA	Medtronic, Inc, Memphis & Cordova High School	RoboWolves	3227	2094	2.3																																																														2.3076402710692																				
1	Dimona, D Israel	Sacta Rashi Foundation & Zinman High School	????	2216	2095	2.3																									2.2992728479394																																																									
2	Niles, MI USA	SRT/AEP/Honor Credit Union/Delta Machining/Dane Systems/PTC/Express One & Niles Community Schools	Team Fallout	3509	2096	2.3																							2.2931885747254												-2.2759413500934																																															
1	Overland Park, KS USA	Garmin / KC STEM Alliance / DeVry University / GE Volunteers / Kiewit / Southwestern Bell Div. of AT&T / Sprint / Verizon & Shawnee Mission North HS	North Stars	937	2097	2.3																													2.2790488811538																																																					
1	Thibodaux, LA USA	E.D. White Catholic High School	EDW Robotics	4770	2098	2.2674987316132																																										2.2674986868937																																								
1	Camarillo, CA USA	Ace Charter High School	??	4711	2099	2.2274172306061															2.227417275271																																																																			
1	Richfield, MN USA	Best Buy & First Robotics team of Richfield High School & Academy of Holy Angels	Holy Spartans	2989	2100	2.2																																																											2.2154656968347																							
1	Mabton, WA USA	Bezos Family Foundation/PTC & Mabton High School	Mabton LugNutz	3876	2101	2.2																																															2.2091668500961																																			
1	Elkhart, IN USA	ECS (Elkhart Community Schools) / ETHOS Science Center / AEP-American Electric Power (Elkhart, IN) / Indiana Department of Workforce Development & Elkhart Community Schools	ElkLogics	2867	2102	2.2																												2.1999711035447																																																						
1	Ashland, OR USA	Ashland Home Net / Sandra James Music Foundation / Jeanne Denning / ESPI Metals / Erickson Air-Crane / NASA / Evogeneao & Ashland High School	My Favorite Team	3024	2103	2.2																				2.1969871705683																																																														
1	San Juan, PR USA	Johnson & Johnson/jcpenney & Colegio San Ignacio de Loyola	Yellow Fever	1872	2104	2.2																												2.1796506515775																																																						
1	Las Vegas, NV USA	NASA & Southwest Career and Technical Academy	Short Circuit	4036	2105	2.2																																																																											2.1503554473424							
1	St. Louis Park, MN USA	Medtronic & St. Louis Park High School	Orange Thunder	2879	2106	2.1																																																										2.1437976290904																								
1	Las Vegas, NV USA	Valley High School	Robotics 9000	2520	2107	2.1																																																																											2.1288856287403							
2	Redford, MI USA	jcpenney & Redford Union High School	Panthers	4840	2108	2.1093623638153																								2.1093623833838																																									2.0365173840966																	
1	Glenwood Springs, CO USA	jcpenney & Glenwood Springs High School	Daemon Robotics	4072	2109	2.1																																																																						2.1024438196782												
1	South Bend, IN USA	jcpenney & Washington High School	Panthers	4791	2110	2.0966293811798																												2.0966293481303																																																						
1	Norcross, GA USA	EMS Technologies of Honeywell/Gwinnett County Public Schools/Nordson Corporation & Norcross High School	Gear Devils	1379	2111	2.1																											2.0838442125379																																																							
2	Bryn Mawr, PA USA	The Boeing Company & The Agnes Irwin School	Femme Tech Fatale	709	2112	2.1																																					2.0567775157575																			1.7140043830404																										
1	Calgary, AB Canada	Sir Winston Churchill	Bulldogs	4719	2113	2.047863483429																																																																			2.0478634324175															
2	Maplewood, MN USA	NASA/jcpenney/Mounds Park Academy Parents Association & Mounds Park Academy	MPArors	3926	2114	2.0	Curie		14.8844557858494																																																								2.0284865689256																							
1	Louisville, KY USA	BAE SYSTEMS & Jeffersontown High School	Jeffersontown Robochargers	3000	2115	2.0																																												2.0242845019199																																						
1	Chicago, IL USA	NDEP/S&C Electric/National Defense Education Program/Friends of Rickover & Rickover Naval Academy	SeaBots	3110	2116	2.0																																																																								2.0236393782011										
1	Clearbrook, MN USA	Clearbrook-Gonvick	CG Vanguard	3261	2117	2.0																																																											2.0119637912178																							
1	Miami, FL USA	NASA & Archimedean Upper Conservatory	ArchiSci	4517	2118	2.0																																																									2.0071105767459																									
1	Raceland, LA USA	jcpenney / Lafourche Parish School Board & Central Lafourche High School	Trobotics	4316	2119	2.0																																										1.9967368787324																																								
1	Des Moines, WA USA	Mount Rainier High School	RAMbotics	4461	2120	2.0																																																																1.9551311316304																		
1	Port Charlotte, FL USA	NASA / jcpenney / Florida Power & Light & Boys & Girls Club of Charlotte County	Insidious Aftershock	4088	2121	2.0																																																									1.9517821141647																									
1	Ellicott City, MD USA	jcpenney/SAIC/Booz Allen Hamilton/W.R. Grace & Co. & Mt. Hebron High School	Ragnarök Robotics	3748	2122	2.0																																																																																1.9511869033106		
1	Denver, CO USA	PTC/SAIC/Comcast & Denver School of Science and Technology High School	Brute Force	2240	2123	1.9																																																																						1.9490360133312												
1	Adair, OK USA	Adair Masonic Lodge/AEP Electric & Adair High School	The A.N.T.	3179	2124	1.9																																																													1.9422328915253																					
1	Richmond, VA USA	Huguenot High School	The Millennium Falcons	4714	2125	1.9075237512589																																	1.9075237114429																																																	
1	Chesterfield, MO USA	jcpenney & Parkway Central High School	Nuts & Colts	4404	2126	1.9																														1.9021697324603																																																				
1	Mansfield, MA USA	NASA/Invensys Process Systems & Mansfield High School	The Mansfield Hornets	529	2127	1.9																																											1.8527186175375																																							
1	Los Angeles, CA USA	NASA/Raytheon/Los Angeles Trade Tech College/Northrop Grumman/Aerospace Corporation & King Drew High School	Cyber Eagles	606	2128	1.8																																									1.8457989251601																																									
1	Minneapolis, MN USA	medtronic & Minneapolis South High School	TIGEARS	2535	2129	1.8																																																										1.8329008691121																								
2	Winchester, CA USA	NASA/Abbott Vascular/John & Bonnie Freeberg Trust/Speeg Family/Stump Family & Temecula Preparatory School	DEM BOTS	3453	2130	1.8															-7.5543325008121																																							1.8302862784929																												
2	Montrose , MI USA	Waste Connections & Montrose	The RAMS	3415	2131	1.8											-1.0790777948881																																							1.7948244915954																																
1	hopkins, SC USA	CATE/Walmart & Lower Richland High School	Electric Hornets	3976	2132	1.8								1.7865653248072																																																																										
1	Bedford, MA USA	FLIR Systems & Bedford High School	Bucs	2621	2133	1.8																	1.7702851979508																																																																	
1	Scottsdale, AZ USA	jcpenney & Bella Vista College Preparatory School	ROBOBEAR	4202	2134	1.7																																							1.744537881674																																											
1	Saint-Hubert, QC Canada	Héroux Devtek/Bombardier Aéronautique Inc./Robotique FIRST Québec/Fusion Jeunesse & École Mgr-A.-M.-Parent (CSMV)	Piranha	3532	2135	1.7																										1.7345958771327																																																								
1	Benson, MN USA	Benson High School & Mr Lee Westrum	The Aluminum Falcon	3292	2136	1.7																																																										1.7337357923559																								
1	Locust Grove , GA USA	jcpenney & Luella High School	Lion Hit Squad	3224	2137	1.7																											1.7161824743312																																																							
1	Chula Vista, CA USA	NASA / Qualcomm & Castle Park High School	Trojans Robotics Club	3967	2138	1.7															1.7109743190281																																																																			
1	Oakville, MO USA	jcpenney & Oakville Revolution	ROBOKALYPSE	4231	2139	1.7																														1.7094987152304																																																				
1	Lawndale, NC USA	Cleveland Community College / CCS CTE / Bradley's Screen Printing / Pioneer Motor Bearing / Falston Pharmacy / ISA-AF / CCC Machine & Welding Program / CCC AET Program / Foot Hills Recycling / Bevin's Desiel / Ray Biven's Effects / Baldor Electric Company / Burns High Metals Class / Burns High Foods Class / New Beginnings Church / Woods Farm / McDaniel's Towing & Cleveland County Schools	C4	4767	2140	1.6653167009354																															1.6653166532742																																																			
1	Memphis, TN USA	Manassas High School	Gear Grinders	4396	2141	1.7																																																														1.6644730851024																				
1	5700 Trinity Prep Lane, FL USA	Disney/jcpenney & Trinity Preparatory School	TPS	4024	2142	1.7																1.6591231103257																																																																		
2	Baytown, TX USA	ExxonMobil & Goose Creek CISD	Blarglefish	1255	2143	1.7																					-1.0812739824425																								1.6554126508745																																					
1	Saint Paul, MN USA	NASA/3M & Como Park Senior High School	BEASTBOT	2855	2144	1.6																																																										1.5984234264454																								
1	Henderson, NC USA	jcpenney/Vance County 4 H & Southern Vance High School	4-H	4291	2145	1.6																															1.5957434558193																																																			
1	Okland, CA USA	jcpenney & Oakland Tech High School	Cyber Dogz	4047	2146	1.6																																																																					1.580599418541													
1	San Antonio, TX USA	jcpenney/Texas Workforce Commission & Taft HS Robotics	RoboRaiders	3561	2147	1.6																																																															1.5676624405085																			
1	Corpus Christi, TX USA	Texas Workforce Commission/FIRST in Texas/Time Warner/NRG Engineering/TAMU-Corpus Christi, Mechanical Engineering & Engineering Technology/Bluff Plastics & Collegiate High School & Collegiate High School Robotics Team	Droid Rage	3035	2148	1.5																					1.5426665303374																																																													
1	Westerville, OH USA	Westerville Robotics/jcpenney & Westerville City Schools	"Wild War Bots ""WWB"""	3591	2149	1.5																																																												1.5222827566666																						
1	Lubbock, TX USA	Texas Workforce Commission / First in Texas & Lubbock High School	The Outlaws	4717	2150	1.5209264755249									1.5209264169762																																																																									
1	Grand Marais, MN USA	Arrowhead Electric & Cook County High School	IceStorm	3054	2151	1.5																		1.5194390555965																																																																
1	American Fork, UT USA	Mountainland Applied Technology College/jcpenney & American Fork High School	NUKES	4310	2152	1.5																																														1.5149486850187																																				
1	Honolulu, HI USA	Spirent Communications & Hawaii Baptist Academy High School	Fire Hazards	2453	2153	1.5																																																																							1.4932192751556											
2	Calgary, AB Canada	Rockwell Automation & Ernest Manning High School	IRON MANNING	4627	2154	1.5	Galileo			14.503608701674																																																															1.4694727867534															
2	Woodbury, CT USA	ebm-papst Inc. / United Technologies Corporation & Nonnewaug High School	Team Beta	2836	2155	1.5	Curie		8.3828978992864																																																				1.4518921786922																											
1	Los Angeles, CA USA	The Boeing Company/Amgen Foundation/Aerospace Corporation/ITT Tech/UCLA-MESA/UMOJA & Crenshaw High School #1692	CougarBots	1692	2156	1.5																																									1.4505559053568																																									
1	Gallup, NM USA	NASA/jcpenney/The Home Depot/DAB INC/Tri-Star Trophies and Awards/Rio West Mall/Controlled Air & Metal Company & Gallup High School	Girls Only	4251	2157	1.5																																														1.4504228651626																																				
2	Toronto, ON Canada	Toronto District School Board & Western Technical-Commercial School	Warp7	865	2158	1.4														1.447800201357																								-4.1914550551811																																												
1	Davenport, WA USA	Itron/OSPI/Bezos Family Foundation & Davenport High School	Gorilla Gearheads	3587	2159	1.4																																															1.4281315638285																																			
1	Miami, FL USA	DeVry University/jcpenney & American Senior High School	Patriots	3659	2160	1.4																																																									1.3722915337069																									
1	Freeport, NY USA	Freeport High School	Red Devil Robotics	1808	2161	1.4																																																																												1.3536791677329						
1	Saint Croix Falls, WI USA	NASA & St. Croix Falls High School	Saints	4657	2162	1.3500007390976																			1.3500007773004																																																															
1	Gilbert, AZ USA	Perry High School	Perry Tech	4496	2163	1.3																																							1.3498994045162																																											
1	Austell, GA USA	jcpenney & South Cobb High School	Raptors	4193	2164	1.3																											1.3457011793179																																																							
1	Roswell, GA USA	TEN-66 LLC/General Electric/jcpenney & Stitch Pretty	Yotta Robota	4621	2165	1.3																											1.3411187179754																																																							
1	Rome, GA USA	jcpenney & Boys & Girls Club	Genesis	4195	2166	1.3																											1.3290499411184																																																							
1	Bloomington, MN USA	General Dynamics Advanced Information Systems & Jefferson High School	Blitz Team	2470	2167	1.3																																																										1.3287604978908																								
1	Carle Place, NY USA	Lockheed Martin & Carle Place High School	The Green Machine	352	2168	1.3																																																																												1.3255341993499						
1	Holtville , CA USA	Imperial Valley Mesa Program/jcpenney & Holtville High School	FUTURE Dinos	3491	2169	1.3																																																						1.320956333792																												
1	Tempe, AZ USA	The Boeing Company/ITT Technical Institute & Tempe High School	RoboBuffs	1633	2170	1.3																																							1.2737506709486																																											
1	Huntington Station, NY USA	Underwriter's Laboratories/Sign A Rama/McCormick Family Foundation & Walt Whitman High School	Robocats	2161	2171	1.3																																																																												1.2704666130549						
2	Detroit, MI USA	ITT Technical Institute/The Chrysler Foundation/D.R.M. Stakor and Associates & Frederick Douglass College Preparatory Academy	The Hurricanes	1941	2172	1.2																																		-3.2312450822053																															1.21933084965																	
2	Shrewsbury, MA USA	Vangy Tool Company & Shrewsbury High School	Shrewsbury Colonials	467	2173	1.2	Galileo			15.8009225999985													1.2000899679994																																																																	
1	Buffalo, NY USA	jcpenney & Buffalo Academy of Science	wolvarines	4023	2174	1.2							1.188635337535																																																																											
1	Poolesville, MD USA	NASA / jcpenney / PTC / Lockheed Martin / Cabcraft / Morningstar Welding / Bob's Bikes / Poolesville Hardware & Poolesville High School	Falcons FIRST	4099	2175	1.2																																																																																1.1857879821856		
1	Boston, MA USA	National Grid / BJ's Wholesale Club / Boston University & Excel High School	Nitro Knights	1754	2176	1.2																																											1.1847995596548																																							
1	Blue Earth Area, MN USA	Medtronics & ISD 2860	Bucs	4260	2177	1.2																		1.1775802222944																																																																
2	Scotch Plains, NJ USA	Union County Vocational Technical Schools	Parallel Universe	1257	2178	1.2																																				1.1773683763478																																											0.3473861990361			
2	Mesick, MI USA	jcpenney & Mesick Consolidated Schools	Cogs	3639	2179	1.2												-0.1024226373309																																					1.1764812107806																																	
1	Brewster , WA USA	OSPI/Platt Electric/Bezos Family Foundation & Brewster High School	Da Bears	3831	2180	1.2																																																																													1.1535770303831					
1	Washington, DC USA	jcpenney & Living Classrooms of the National Capital Region	Fresh T.E.C.H.S.	4242	2181	1.1																																																								1.1496830369626																										
1	Northome, MN USA	Blandin Foundation & Northome School	MekaMustangs	3788	2182	1.1																		1.1176322559284																																																																
2	Somerset, NJ USA	Franklin High School	NeoWarriors	613	2183	1.1																																				1.1093197412977																																											0.3207896057125			
1	Quebec, QC Canada	Vigilant Global/R2-CJECN-Fondation Québec Jeunes/Université Laval/Robotique FIRST Québec/Fusion Jeunesse & École Jean-de-Brébeuf (CSC)	Aquilon	4167	2184	1.1																										1.0936042844565																																																								
1	Hot Springs, AR USA	NASA/ArkansasFIRST/jcpenney/National Park Community College/Mid South Engineering & Lakeside High School	Hot Springs Tronix	4037	2185	1.1																																																																				1.0829342375661														
1	Bronx, NY USA	Bronx Academy Senior High	BASH	2933	2186	1.1																						1.0615305213733																																																												
2	Goldendale, WA USA	Goldendale High School	WolfTech	4652	2187	1.1	Newton				35.8559226583998																																										1.0531657697376																																			
1	Milton, GA USA	WIT / Johnson Industries Parts Express / MB&R Engineering & Milton High School	Lotus Robotics	1127	2188	1.0																											1.0366900655812																																																							
1	Tlalpan, DIF Mexico	Motorola Solutions Foundation & Tecnológico Monterrey Campus Ciudad de México	Nautilus	4010	2189	1.0																										1.035777222701																																																								
1	North Charleston, SC USA	NDEP/jcpenney & academic magnet	Raptors	4261	2190	1.0								1.0202185984561																																																																										
1	montreal, QC Canada	CGI/Bombardier Aéronautique Inc./Robotique FIRST Québec/Fusion Jeunesse/CSDM & École Le Vitrail	Les LOUPS	3981	2191	1.0																										1.0192429822792																																																								
1	San Jose, CA USA	Brin Wojcicki Foundation/Comcast Foundation/Grove Dale/Intuitive Surgical & Piedmont Hills High School Robotics Team	MKS Explosion	3022	2192	1.0																																																																					1.0131912490536													
1	Katonah, NY USA	SRT/IBM T. J. Watson Research Center/BAE Systems/jcpenney & The Montfort Academy	Juggernauts	2205	2193	1.0																																																							1.0126862367455																											
1	1400 W. Goodwin Ave., UT USA	Salt Lake Center for Science Education	SLCSE	4344	2194	1.0																																														0.996941934008																																				
1	Metepec, Estado de México, MEX Mexico	Universidad TecMilenio Campus Toluca/Robert Bosch, S de R.L. de C.V. & UTM Campus Toluca	WinT	3794	2195	1.0									0.9665391085247																																																																									
1	Shawnee, OK USA	NASA/jcpenney & Shawnee High School	Robopack	3247	2196	0.9																																																													0.9320922606835																					
1	Forest Lake, MN USA	St Jude Medical & Forest Lake Senior High School	FLASH Power	2532	2197	0.9																																																											0.9050536399269																							
1	Jacksonville , AR USA	jcpenney & School Liaison Office	Black Knights	4848	2198	0.9002414345741																																																																				0.9002414104404														
1	Mississauga, ON Canada	GM Canada & St. Francis Xavier S.S.	Tigers	4808	2199	0.8978003263474														0.8978003044383																																																																				
1	Gainesville, FL USA	NASA / Tucker Davis Technologies / Soltera Organics LLC / jcpenney / University of Florida / Dr. David Mitchell PhD / Mitchell Training Inc. & PK Yonge DRS	Roaring Riptide	4118	2200	0.9																0.8946154151541																																																																		
1	Baltimore, MD USA	NASA/Booz-Allen Hamilton/ARL/Northrop Grumman/Johns Hopkins Pathology & Dunbar and Patterson High Schools	Lab Rats	1748	2201	0.9																																																								0.8815773791448																										
2	Chehalis, WA USA	Chehalis Foundation / Bezos family / CVM Machine Shop & W F West High School, Chehalis WA	S.W.A.G.	4060	2202	0.9																				-0.0841881629213																											0.8707402281725																																			
1	Rogersville, TN USA	TVA/jcpenney & Cherokee High School	The Fellowship of the Springs	4264	2203	0.8																																																														0.8349989879479																				
1	Stillwater, MN USA	3M & Stillwater Area High School	Armada	2508	2204	0.8																																																										0.8314553575808																								
2	Washington, DC USA	National Highway Traffic Safety Administration/Bechtel/Office of Naval Research (ONR)/The Boeing Company/Turner/DCPS CTE & Phelps Senior High School	Panther	2912	2205	0.8																																																								-5.0396136311002																								0.8056769660745		
1	chihuahua, CHH Mexico	RIPIPSA / AII / DEM Industrial S.A. de C.V. & ITESM Campus Chihuahua	BoT-rregos	4842	2206	0.7781165242195																																																															0.7781165002962																			
